element_type,osmid,brand,brand:wikidata,name,shop,website,geometry,addr:city,addr:housenumber,addr:postcode,addr:state,addr:street,ref,nodes,brand:wikipedia,building,source,addr:country,air_conditioning,opening_hours,payment:cash,payment:credit_cards,building:levels,roof:levels,building:part,phone,smoking,note,opening_date,contact:facebook,addr:unit,wheelchair,construction,operator,building:colour,roof:shape,building:material,old_name,roof:colour,roof:material,area,indoor,level,opening_hours:url,check_date,payment:apple_pay,payment:contactless,payment:google_pay,payment:samsung_pay,payment:tap,dispensing,alt_name,payment:american_express,payment:cheque,payment:debit_cards,payment:food_stamps,payment:mastercard,payment:visa,payment:visa_debit,X,Y
node,8710401221,Dollar General,Q145168,Dollar General,variety_store,https://www.dollargeneral.com/store-directory/oh/ashtabula/16161,POINT (-80.8567998 41.8805015),Ashtabula,1910,44004,OH,Center Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.8567998,41.8805015
node,10575368057,Dollar General,Q145168,Dollar General,variety_store,https://www.dollargeneral.com/store-directory/oh/geneva/23590,POINT (-80.9461241 41.7752565),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.9461241,41.7752565
node,6332144145,Dollar General,Q145168,Dollar General,variety_store,,POINT (-80.6635961 41.148623),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.6635961,41.148623
node,6557238472,Dollar General,Q145168,Dollar General,variety_store,https://www.dollargeneral.com/store-directory/oh/youngstown/7281,POINT (-80.5905541 41.0915006),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.5905541,41.0915006
node,6719002879,Dollar General,Q145168,Dollar General,variety_store,https://www.dollargeneral.com/store-directory/oh/youngstown/1890,POINT (-80.7078533 41.1027126),Youngstown,3309,44509,OH,Mahoning Avenue,1890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.7078533,41.1027126
node,6833099958,Dollar General,Q145168,Dollar General,variety_store,https://www.dollargeneral.com/store-directory/oh/warren/1051,POINT (-80.7793607 41.270509),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.7793607,41.270509
node,8805543985,Dollar General,Q145168,Dollar General,variety_store,https://www.dollargeneral.com/store-directory/oh/poland/14024,POINT (-80.5926458 41.0231402),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.5926458,41.0231402
node,8827473788,Dollar General,Q145168,Dollar General,variety_store,https://www.dollargeneral.com/store-directory/oh/deerfield/20047,POINT (-81.0522647 41.024262),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-81.0522647,41.024262
node,9528474718,Dollar General,Q145168,Dollar General,variety_store,https://www.dollargeneral.com/store-directory/oh/kinsman/9687,POINT (-80.5819809 41.453157),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.5819809,41.453157
node,9668569449,Dollar General,Q145168,Dollar General,variety_store,https://www.dollargeneral.com/store-directory/oh/youngstown/21539,POINT (-80.7317296 41.0683148),Austintown,4381,44511,OH,Kirk Road,21539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.7317296,41.0683148
node,9668655297,Dollar General,Q145168,Dollar General,variety_store,https://www.dollargeneral.com/store-directory/oh/hubbard/3738,POINT (-80.5841581 41.15768),Hubbard,886,44425,OH,West Liberty Street,3738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.5841581,41.15768
node,9668761012,Dollar General,Q145168,Dollar General,variety_store,https://www.dollargeneral.com/store-directory/oh/niles/7845,POINT (-80.7581438 41.182279),Niles,331,44446,OH,Robbins Avenue,7845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.7581438,41.182279
node,9775761488,Dollar General,Q145168,Dollar General,variety_store,https://www.dollargeneral.com/store-directory/oh/southington/18552,POINT (-80.9714833 41.3080978),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.9714833,41.3080978
node,11091907709,Dollar General,Q145168,Dollar General,variety_store,https://www.dollargeneral.com/store-directory/oh/youngstown/418,POINT (-80.6716964 41.0235928),Boardman,270,44512,OH,Boardman Canfield Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.6716964,41.0235928
node,11184406642,Dollar General,Q145168,Dollar General,variety_store,https://www.dollargeneral.com/store-directory/oh/youngstown/11627,POINT (-80.7065311 41.0627531),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.7065311,41.0627531
node,11482925700,Dollar General,Q145168,Dollar General,variety_store,https://www.dollargeneral.com/store-directory/oh/west-farmington/23672,POINT (-80.9544851 41.390209),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.9544851,41.390209
node,11772704689,Dollar General,Q145168,Dollar General,variety_store,,POINT (-80.6330735 41.0382592),Boardman,5953,44512,OH,South Avenue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.6330735,41.0382592
node,11845388740,Dollar General,Q145168,Dollar General,variety_store,,POINT (-80.7753625 41.1018272),Austintown,6000,44515,OH,Mahoning Avenue,,,,,,,,,,,,,,,,,,,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.7753625,41.1018272
node,9330755809,Dollar General,Q145168,Dollar General,variety_store,https://www.dollargeneral.com/store-directory/oh/beloit/20799,POINT (-80.9614867 40.9008105),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.9614867,40.9008105
node,11155212180,Dollar General,Q145168,Dollar General,variety_store,https://www.dollargeneral.com/store-directory/oh/new-springfield/17608,POINT (-80.602707 40.9163296),New Springfield,13889,44443,OH,Woodworth Road,17608,,,,,US,,Mo-Su 08:00-22:00,,,,,,+1 234-759-0180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.602707,40.9163296
node,9796928212,Dollar General,Q145168,Dollar General,variety_store,https://www.dollargeneral.com/store-directory/oh/powhatan-point/14126,POINT (-80.8092608 39.8637827),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.8092608,39.8637827
node,11385674058,Dollar General,Q145168,Dollar General,variety_store,https://www.dollargeneral.com/store-directory/oh/bridgeport/12617,POINT (-80.8112334 40.1269589),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.8112334,40.1269589
node,9893765503,Dollar General,Q145168,Dollar General,variety_store,https://www.dollargeneral.com/store-directory/oh/amanda/16307,POINT (-82.7536488 39.6515879),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-82.7536488,39.6515879
node,4384127355,Dollar General,Q145168,Dollar General,variety_store,https://www.dollargeneral.com/store-directory/oh/columbus/12721,POINT (-83.0184293 40.06331),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-83.0184293,40.06331
node,6910214370,Dollar General,Q145168,Dollar General,variety_store,https://www.dollargeneral.com/store-directory/oh/columbus/8357,POINT (-82.9866308 40.0597244),Columbus,1237,43229,OH,Morse Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-82.9866308,40.0597244
node,6965112336,Dollar General,Q145168,Dollar General,variety_store,https://www.dollargeneral.com/store-directory/oh/columbus/3235,POINT (-82.9663025 40.059757),Columbus,1959,43229,OH,Morse Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-82.9663025,40.059757
node,6965403768,Dollar General,Q145168,Dollar General,variety_store,https://www.dollargeneral.com/store-directory/oh/columbus/19258,POINT (-83.09061 39.9568754),Columbus,128,43204,OH,North Wilson Road,19258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-83.09061,39.9568754
node,6967776483,Dollar General,Q145168,Dollar General,variety_store,https://www.dollargeneral.com/store-directory/oh/columbus/7381,POINT (-83.1314257 39.9536191),Columbus,4868,43228,OH,West Broad Street,7381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-83.1314257,39.9536191
node,6981239543,Dollar General,Q145168,Dollar General,variety_store,https://www.dollargeneral.com/store-directory/oh/columbus/8184,POINT (-82.8826653 39.9217922),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-82.8826653,39.9217922
node,7090592444,Dollar General,Q145168,Dollar General,variety_store,https://www.dollargeneral.com/store-directory/oh/columbus/17280,POINT (-83.0657735 40.1177204),Columbus,1862,43235,OH,Hard Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-83.0657735,40.1177204
node,7157113344,Dollar General,Q145168,Dollar General,variety_store,https://www.dollargeneral.com/store-directory/oh/columbus/8351,POINT (-82.9737037 40.0881547),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-82.9737037,40.0881547
node,9719534814,Dollar General,Q145168,Dollar General,variety_store,https://www.dollargeneral.com/store-directory/oh/reynoldsburg/18705,POINT (-82.7966442 39.956188),Reynoldsburg,7550,43068,OH,East Main Street,18705,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,-82.7966442,39.956188
node,9708334028,Dollar General,Q145168,Dollar General,variety_store,https://www.dollargeneral.com/store-directory/oh/delaware/5895,POINT (-83.074838 40.2902483),Delaware,161,43015,OH,London Road,5895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-83.074838,40.2902483
node,6515241375,Dollar General,Q145168,Dollar General,variety_store,https://www.dollargeneral.com/store-directory/oh/bucyrus/2167,POINT (-82.9880407 40.7894742),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-82.9880407,40.7894742
node,9670759251,Dollar General,Q145168,Dollar General,variety_store,https://www.dollargeneral.com/store-directory/oh/upper-sandusky/360,POINT (-83.2572082 40.8314638),Upper Sandusky,1260,43351,OH,East Wyandot Avenue,360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-83.2572082,40.8314638
node,10582669508,Dollar General,Q145168,Dollar General,variety_store,https://www.dollargeneral.com/store-directory/oh/bucyrus/7387,POINT (-82.9641921 40.7969737),Bucyrus,933,44820,OH,Hopley Avenue,,,,,,,,Mo-Su 08:00-21:00,,,,,,+1-419-834-7425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-82.9641921,40.7969737
node,9670799634,Dollar General,Q145168,Dollar General,variety_store,https://www.dollargeneral.com/store-directory/oh/tiffin/21252,POINT (-83.1790942 41.1256231),Tiffin,235,44883,OH,North Sandusky Street,21252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-83.1790942,41.1256231
node,11882676584,Dollar General,Q145168,Dollar General,variety_store,,POINT (-82.9550907 41.30401),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-82.9550907,41.30401
node,12004775490,Dollar General,Q145168,Dollar General,variety_store,,POINT (-83.1073256 41.6030677),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-83.1073256,41.6030677
node,6518933270,Dollar General,Q145168,Dollar General,variety_store,https://www.dollargeneral.com/store-directory/oh/washington-ct-house/2047,POINT (-83.4203861 39.552035),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-83.4203861,39.552035
node,10572237280,Dollar General,Q145168,Dollar General,variety_store,https://www.dollargeneral.com/store-directory/oh/greenfield/520,POINT (-83.4026268 39.34814),Greenfield,1401,45123,OH,Jefferson Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-83.4026268,39.34814
node,11265618184,Dollar General,Q145168,Dollar General,variety_store,https://www.dollargeneral.com/store-directory/oh/south-vienna/20904,POINT (-83.6114582 39.926138),South Vienna,114,45369,OH,South Urbana Street,20904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-83.6114582,39.926138
node,11268456229,Dollar General,Q145168,Dollar General,variety_store,https://www.dollargeneral.com/store-directory/oh/springfield/14172,POINT (-83.7689656 39.9957146),Springfield,1660,45503,OH,Moorefield Road,14172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-83.7689656,39.9957146
node,3334712295,Dollar General,Q145168,Dollar General,variety_store,https://www.dollargeneral.com/store-directory/oh/kenton/3096,POINT (-83.5933329 40.6525465),Kenton,961,43326,OH,East Columbus Street,,,,,,,,,,,,,,+1-419-673-8987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-83.5933329,40.6525465
node,3068799551,Dollar General,Q145168,Dollar General,variety_store,https://www.dollargeneral.com/store-directory/oh/findlay/4661,POINT (-83.6494344 41.0721016),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-83.6494344,41.0721016
node,3472024781,Dollar General,Q145168,Dollar General,variety_store,https://www.dollargeneral.com/store-directory/oh/bowling-green/7149,POINT (-83.6483631 41.3552199),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-83.6483631,41.3552199
node,7724653985,Dollar General,Q145168,Dollar General,variety_store,https://www.dollargeneral.com/store-directory/oh/fostoria/991,POINT (-83.4212913 41.1755607),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-83.4212913,41.1755607
node,3422797983,Dollar General,Q145168,Dollar General,variety_store,https://www.dollargeneral.com/store-directory/oh/sylvania/8890,POINT (-83.7046493 41.6910803),Sylvania,6730,43560,OH,Sylvania Avenue,8890,,,,,,,"PH,Mo-Su 08:00-21:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-83.7046493,41.6910803
node,6095578086,Dollar General,Q145168,Dollar General,variety_store,https://www.dollargeneral.com/store-directory/oh/perrysburg/6691,POINT (-83.6201514 41.544517),Perrysburg,110,43551,OH,West South Boundary Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-83.6201514,41.544517
node,6332161509,Dollar General,Q145168,Dollar General,variety_store,https://www.dollargeneral.com/store-directory/oh/elmore/19577,POINT (-83.2991674 41.4690212),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-83.2991674,41.4690212
node,6428992951,Dollar General,Q145168,Dollar General,variety_store,https://www.dollargeneral.com/store-directory/oh/oregon/140,POINT (-83.4905674 41.6186049),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-83.4905674,41.6186049
node,9057416441,Dollar General,Q145168,Dollar General,variety_store,https://www.dollargeneral.com/store-directory/oh/toledo/6853,POINT (-83.5653291 41.7246414),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-83.5653291,41.7246414
node,9412294245,Dollar General,Q145168,Dollar General,variety_store,https://www.dollargeneral.com/store-directory/oh/millbury/12620,POINT (-83.4239332 41.575438),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-83.4239332,41.575438
node,9421623785,Dollar General,Q145168,Dollar General,variety_store,https://www.dollargeneral.com/store-directory/oh/oregon/18764,POINT (-83.3727213 41.637661),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-83.3727213,41.637661
node,9670089460,Dollar General,Q145168,Dollar General,variety_store,https://www.dollargeneral.com/store-directory/oh/toledo/21055,POINT (-83.584329 41.6929515),Toledo,4020,43612,OH,Jackman Road,21055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-83.584329,41.6929515
node,9670133129,Dollar General,Q145168,Dollar General,variety_store,https://www.dollargeneral.com/store-directory/oh/rossford/20403,POINT (-83.5625428 41.6045728),Rossford,961,43460,OH,Dixie Highway,20403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-83.5625428,41.6045728
node,6909777874,Dollar General,Q145168,Dollar General,variety_store,https://www.dollargeneral.com/store-directory/oh/batavia/3924,POINT (-84.1858383 39.0813349),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-84.1858383,39.0813349
node,9898662551,Dollar General,Q145168,Dollar General,variety_store,https://www.dollargeneral.com/store-directory/oh/milford/7415,POINT (-84.2390308 39.1757278),Milford,5615,45150,OH,Leelavati Court,7415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-84.2390308,39.1757278
node,669231543,Dollar General,Q145168,Dollar General,variety_store,https://www.dollargeneral.com/store-directory/oh/loveland/4544,POINT (-84.268191 39.2633981),Loveland,,45140,OH,Loveland Madeira Road,,,,,local_knowledge,,,Mo-Su 08:00-21:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-84.268191,39.2633981
node,6636026257,Dollar General,Q145168,Dollar General,variety_store,https://www.dollargeneral.com/store-directory/oh/wilmington/1555,POINT (-83.8323294 39.4333281),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-83.8323294,39.4333281
node,6928609116,Dollar General,Q145168,Dollar General,variety_store,https://www.dollargeneral.com/store-directory/oh/franklin/1346,POINT (-84.2833655 39.5631412),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-84.2833655,39.5631412
node,9854620311,Dollar General,Q145168,Dollar General,variety_store,,POINT (-84.1594389 39.6140622),Centerville,892,45458,OH,South Main Street,4520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-84.1594389,39.6140622
node,9976897217,Dollar General,Q145168,Dollar General,department_store,https://www.dollargeneral.com/store-directory/oh/centerville/4520,POINT (-84.158668 39.6149176),,892,45458,,S. Main Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-84.158668,39.6149176
node,7315997857,Dollar General,Q145168,Dollar General,variety_store,https://www.dollargeneral.com/store-directory/oh/kettering/4702,POINT (-84.1455705 39.6898761),Kettering,1211,45429,OH,East Stroop Road,4702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-84.1455705,39.6898761
node,7535709558,Dollar General,Q145168,Dollar General,variety_store,https://www.dollargeneral.com/store-directory/oh/beavercreek/20435,POINT (-84.0784657 39.7356217),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-84.0784657,39.7356217
node,9784222488,Dollar General,Q145168,Dollar General,variety_store,https://www.dollargeneral.com/store-directory/oh/new-carlisle/4314,POINT (-84.0483204 39.8962918),New Carlisle,1215,45344,OH,South Dayton Lakeview Road,4314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-84.0483204,39.8962918
node,9821238439,Dollar General,Q145168,Dollar General,variety_store,https://www.dollargeneral.com/store-directory/oh/dayton/2063,POINT (-84.1078446 39.7709351),Dayton,5520,45431,OH,Airway Road,2063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-84.1078446,39.7709351
node,11266577252,Dollar General,Q145168,Dollar General,variety_store,https://www.dollargeneral.com/store-directory/oh/springfield/18656,POINT (-83.8774167 39.9840813),Springfield,3799,45504,OH,Troy Road,18656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-83.8774167,39.9840813
node,11268389703,Dollar General,Q145168,Dollar General,variety_store,https://www.dollargeneral.com/store-directory/oh/springfield/24341,POINT (-83.8449526 39.8696771),Springfield,3822,45506,OH,Springfield Xenia Road,24341,,,,,,,08:00-22:00,,,,,,+1 937 471 3083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-83.8449526,39.8696771
node,11273441771,Dollar General,Q145168,Dollar General,variety_store,https://www.dollargeneral.com/store-directory/oh/springfield/14644,POINT (-83.7884304 39.9516698),Springfield,1221,45503,OH,East Home Road,14644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-83.7884304,39.9516698
node,11274518938,Dollar General,Q145168,Dollar General,variety_store,https://www.dollargeneral.com/store-directory/oh/springfield/15274,POINT (-83.8270314 39.9069906),Springfield,1640,45506,OH,South Yellow Springs Street,15274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-83.8270314,39.9069906
node,11274566056,Dollar General,Q145168,Dollar General,variety_store,https://www.dollargeneral.com/store-directory/oh/springfield/2862,POINT (-83.7932396 39.9037037),Springfield,1201,45505,OH,Sunset Avenue,2862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-83.7932396,39.9037037
node,11282535295,Dollar General,Q145168,Dollar General,variety_store,https://www.dollargeneral.com/store-directory/oh/springfield/2141,POINT (-83.8424286 39.9276179),Springfield,2119,45504,OH,Park Road,2141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-83.8424286,39.9276179
node,1726787254,Dollar General,Q145168,Dollar General,variety_store,,POINT (-84.1571278 40.2973046),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-84.1571278,40.2973046
node,9671135487,Dollar General,Q145168,Dollar General,variety_store,https://www.dollargeneral.com/store-directory/oh/lima/4705,POINT (-84.0821323 40.7313239),Lima,1330,45804,OH,Bellefontaine Avenue,4705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-84.0821323,40.7313239
node,11802892556,Dollar General,,Dollar General,variety_store,,POINT (-84.3483577 41.2683636),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-84.3483577,41.2683636
node,3641753503,Dollar General,Q145168,Dollar General,variety_store,https://www.dollargeneral.com/store-directory/oh/wauseon/118,POINT (-84.1330722 41.5582286),Wauseon,773,43567,OH,North Shoop Avenue,,,,,,,,,,,,,,+1-567-454-3242,,,,,,,,,,,,,,,,,,https://www.dollargeneral.com/store-directory/oh/wauseon/118.html,,,,,,,,,,,,,,,,-84.1330722,41.5582286
node,2968327976,Dollar General,Q145168,Dollar General,variety_store,,POINT (-84.4899296 39.1446243),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-84.4899296,39.1446243
node,9886085268,Dollar General,Q145168,Dollar General,variety_store,https://www.dollargeneral.com/store-directory/oh/cincinnati/7925,POINT (-84.3268865 39.0717868),Cincinnati,8251,45255,OH,Beechmont Avenue,7925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-84.3268865,39.0717868
node,11051523205,Dollar General,Q145168,Dollar General,convenience,https://www.dollargeneral.com/store-directory/oh/cincinnati/14376,POINT (-84.3008386 39.0855508),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-84.3008386,39.0855508
node,11123664466,Dollar General,Q145168,Dollar General,variety_store,https://www.dollargeneral.com/store-directory/oh/cincinnati/1441,POINT (-84.6363685 39.1701041),Cincinnati,5700,45248,OH,Harrison Avenue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-84.6363685,39.1701041
node,11135056003,Dollar General,Q145168,Dollar General,variety_store,https://www.dollargeneral.com/store-directory/oh/cincinnati/21806,POINT (-84.5147703 39.1023609),,604,,,Race Street,,,,,,,,08:00-22:00,yes,yes,,,,+1 513-230-6807,,,,,,,,,,,,,,,,,0,,2023-08-21,,,,,,,,,,,,,,,-84.5147703,39.1023609
node,9876932978,Dollar General,Q145168,Dollar General,variety_store,https://www.dollargeneral.com/store-directory/oh/trenton/1450,POINT (-84.4759959 39.480267),Trenton,955,45067,OH,West State Street,1450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-84.4759959,39.480267
node,9900913004,Dollar General,Q145168,Dollar General,variety_store,https://www.dollargeneral.com/store-directory/oh/cincinnati/6112,POINT (-84.5628378 39.298591),Cincinnati,11850,45231,OH,Hamilton Avenue,6112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-84.5628378,39.298591
